id	document	label
177	뿌렸을 수도 있다.	0
178	통신사 하고 짜고 하는것 아이가~..	0
179	 진심 앵커들 괜찮냐ㅋㅋㅋㅋㅋㅋ	0
180	흔들릴 때 같이 흔들릴텐데...	0
181	 그때마다 과연 네이버가 관리하는게 맞는지 의구스러움.	0
182	 부자처럼 보이면 불안하니까	0
183	 밀양은 사방이 산이라 폭우가내리면 사방에서 토사가 공항을 덮쳐버릴것같다	0
184	앞으로더욱심해질건데.	0
185	대학로에 필리피노들 조심해라...	0
186	시민안전이 걱정대시면 일단 무단횡단 하는사람들 부터 단속강화하시길...	0
187	 알바비 받다가 골로 갈수 있어.	0
188	두테르테는 틀임없이 암살 당한다	0
189	리콜후 또 터지면 어째요??	0
190	증거가 태블릿 만 있는게 아닐텐데.....태블릿은 그중 작은 일부분일뿐.......	0
191	 다음 희생자 남자 연예인은 누가되려나..	0
192	박근혜 주변 조금이라도 관련된 분들 조심하세요..	0
193	노인분들 그러다 감기라도 걸리시면...큰일일텐데....	0
194	인생 끝나는거 한순간	0
195	 원래부터 불안불안했다	0
196	  이렇게하는게 괜찮을까요?	0
197	 설마 얘가 다른 여자가 있어서떠보는 건가요?ㅋㅋㅋㅋㅠㅠㅠㅠㅠㅠㅠ	0
198	살이너무 천천히 빠지고있는거같고..	0
199	 카페알바만 하고 싶은데 바알바도 해야될까요?	0
200	그러니 나는 계속 불안하기만 한걸...	0
201	자켓을 입어야할까요	0
202	아직 면접준비를 제대로 못해서 걱정이에요.	0
203	 니거 어떻게 해야해	0
204	사실 피티 가격을 잘 몰라서요	0
205	 솔직히 나이때문에 좀걸려요. .	0
206	운동 안하면 다시 원래데로 체력이 떨어지나요?????	0
207	제가 처음하는 알바라서 아무것도 모르는데 원래 다 이런가요???	0
208	어떻해요..요새 밴드하느라 데이터를 많이 쓰기도 했는데..	0
209	그냥 안과를 다시 가봐야하나 싶고 그러네요.	0
210	굳이 엑셀 필요한가요?	0
211	 만약 일반전형으로 가면 더 힘들겟죠?	0
212	 너무 긴장이됩니다.	0
213	맨 밑 사진에 종아리부분 볼록 튀어나온 부분이 대체 먼가요?	0
214	컴퓨터 잘해야하고 수학 도 잘해야하는데 이 2개는 영꽝이거든요....졸업을해버리면 회사취직할때 학교에서 도와주지도않고...	0
215	 문자라도 한통남겨야되나요;	0
216	여자친구선물로 뭘해주면좋을까요?	0
217	안하는걸까..0	0
218	주소랑 기업 정보는 확실한거 같은데 면접 보러 가는데벌써부터 신분증이랑 등본 가져오라고 하니 좀 의문이 들어서요.	0
219	"한국서 친구들 스펙보면 눈이 막 부시고,,"	0
220	 오늘까지 결정해야해요 ㅠㅠ	0
221	그냥 안정적으로 예금에 굴릴까요...	0
222	방학도중이지만끝나기전까지살을뺄수있을까요?	0
223	그게편지는 어느정도에 주면적당할꺼고물품같은건 어느때에 보내주면 좋을까여......?	0
224	제가 민감한건가요..?	0
225	 진짜 과팅나가면 계속 연락하고 그러는게 아니고 당일 하루만 놀고오는건가요?	0
226	요즘 청년백수가 점점 늘어나고 있는데 ..	0
227	남친이 몇일전부터 같이 참석해서 인사도 드리고 소개해드리고 싶다네요..	0
228	"분명 빠른것이 아닐진데, 또 죄책감이 들고 쓸데없는 고민이 생기네요..."	0
229	다리살은 그대로 인것 같아서 문제가있나싶어서요!!!	0
230	설마 북한짓일까 생각했는데 유게에서 하도 설레발치니까 조금 불안해지네요	0
231	 ?면전 날까지 한달 정도 남았습니당.	0
232	이거 어떻게 임신으로 봐야할까요?ㅠㅠ	0
233	 막상 선물사니까 축의금도 내야하나 걱정되구요ㅜㅜ0	0
234	어릴때 근력운동하면 안좋다길래..	0
235	 이런 다리도 줄넘기운동해도 되나요???	0
236	제가 친구들이랑 있을때는 말도 많이 하고 그런데 물론 남고라서 여자 볼 일은 거의 없는데 가끔 막 머리 자르고 그럴때 말을 거의 안하거든요..	0
237	"마치 중학생 첫 생리량처럼..님들은 언제 생리했고,양은 어떠셨나요?"	0
238	 잡일도 안시키고일주일동안 모니터만 쳐다보고 있어요;;;	0
239	그냥 목감기일까...	0
240	 그 식당에서 면회한다는거 같은데;;;;	0
241	교통비만 해도 장난 아닐 것 같은데..0	0
242	또 쫌있다 공부해야하는데 잠 안자면 또 졸려서 집중 안될꺼 같기도 하고0	0
243	 나름복지도 좋아보이고..?잘한건가요?	0
244	 고백하는 게 좋을까요 ..	0
245	십중팔구 나중엔 어떻게 될지 모를 일이다	0
246	당장 낼 아침인데..	0
247	그냥 뵈러 가는건데...이거 참..	0
248	채용공고 보니까 다양한 직무들이 있는데회사홈페이지의 설명만으로는어떤직무가 나을지 감이잘안오더라구요.	0
249	상커풀이 밖으로 나올까요...	0
250	 제어가안되걱정이예요.	0
251	뭘 어떻게 해야될까요?0	0
252	어떻게 고칠수 없나요??	0
253	대기업계약직이나 인턴이 나을까요.	0
254	 뭐가 잘못되어서 전화오는거 같은데전화 받아야 하나요?	0
255	 제가 피시바알바를 해본적이없어서 이유를모르겟네요..	0
256	 이러는게정말 올바른 길 가는건지 궁금합니다..	0
257	괜히 돕다가 독박쓰기 쉽상이니	0
258	폰을 보니까 남친이 전화는 받질않았고 저랑 문자를 했습니다...	0
259	 표현하고 잘해줘도 불안할때가많았어요	0
260	 이런건 어디다 질문해야하는지도 모르겠고;0	0
261	 스포츠브라하면 덜 타이트하게 조여주는 느낌이라 오히려 이거입고 뛰면 더 가슴이 처질거같아서 꽉 조여주는 일반 브라입고 하는데 문제가 되나요?	0
262	지금 연애중이라 안 그런다지만 변할까봐 걱정됩니다	0
263	 잠도 안오고 어떻게 살아가야할지 막막합니다.	0
264	담날 오후 연락을 준다고 했는데...	0
265	 보통 친구들만난다고하면 몇시까지는?가능할까요?	0
266	 그래서 이틀뒤나 다음날 보낼 생각인데 어떨까요?	0
267	 뻘쭘하니;;사장님께 말씀드려야되나;;	0
268	짝사랑일까요 연애중일까요 ㅠ	0
269	 결혼이나할수있을지 ㅠㅠ	0
270	 매일매일 힘내라는 장문의카톡이랑 보내기는 하는데..	0
271	 답변 부탁드려요 ㅜㅜ병원가봐야할까요??	0
272	 대부분 무슨 얘기를 하지?	0
273	그래도 평소에 몇번 남친을 보셨기에 조금은 안심(?)이 되긴하지만요..	0
274	 이히히근데 벌써부터 걱정돼요.	0
275	그런 제가 백댄서 알바를 할수있을까요??	0
276	그래서 보내줘야겠는데 멀 보낼지 생각이 안나서 고민0	0
277	 이렇게 저처럼 눈 이상햇던분 계신가요???	0
278	주소어떻게 알수있을까요?	0
279	아니면 긴팔 가디건이나 블라우스형 아우터가 괜찮을까요??	0
280	 자꾸 이런생각만 든다 ...	0
281	다음달에 양수 검사 한번 해보자고 하는데 잘못될까봐 너무 걱정됩니다......ㅜㅜㅜㅜㅜㅜ	0
282	원래 규칙적이었는데 갑자기 이러네요..ㅠㅠ	0
283	아체중계올라가기무섭다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
284	이번 휴학하고 인턴구해보려하는데뭐부터 알아봐야하는지 잘 모르겠네요ㅠㅠㅠㅠ	0
285	 별걸 아니게 들릴 수 있겠지만 저힌테는 큰 아픔이자 억울함입니다.	0
286	요가. 필라테스. 댄스....등등의 스포츠 강사가 오래할 수있나요?	0
287	저보고 착각하지 말라거하면 어뜨케 해요ㅠ	0
288	담주 생일인데 생일 축하 문자 보내봐도될까요?	0
289	저라도 도움이 되주고싶은데...	0
290	집까지 2시간 걸리는데 밥을 어떻게 해야할지 모르겠네요.	0
291	완모중인데 생리가 언제쯤하나 궁금해서요...	0
292	"뭣보다 뽑힐지 안뽑힐지 그게 제일 먼저 걱정되고 ㅜㅜ 으헝..아 맞다 서빙일 해보신 분들, 많이 힘든가요?;;"	0
293	우리쌤은자연분만하자는데..엄마가쇼크올수도잇구....	0
294	같은게있어서 만져보니깐 딱딱하고 만지면 아프다고해야대나?	0
295	어떻게 하면 좋을까요.	0
296	무척 떨리네요..	0
297	어떻게 해야할지도모르겠습니다	0
298	혹시 저와 같은 증상 보이는 분들 계시나요~?	0
299	19일이 예정일인데 아직 병원에서 내진한다는 말이 없어서 미치게써영;;	0
300	 우체국 다니는 7급 공무원이라는데 남편으로서 비전 있을까요..?	0
301	분위기 안좋아질까봐 시부모님들 좋은데 걱정되네요	0
302	거식증인가요??	0
303	아니면 제가 그동안 안먹어서 몸에 영양소가별로없어서아가가원하는건가여 ?	0
304	그래도 아이에게 무리는 없는건가여??	0
305	저 1일1식 계속진행해도 요요안오겠죠?	0
306	그거믿고 서류넣고 면접보고 언제부터 출근할수있다고해도될까요..??	0
307	임영민 떨어질 확률크나요?	0
308	사장님께 말하기가 무서운게 고민0	0
309	혹시 회사내부사정으로 합격을 취소한 건 아닌지?	0
310	해버린게 고민.0	0
311	 가능한 금액인지....	0
312	어떻게 보내야 할까요 ㅠㅠ	0
313	아직 9일이고 뽀뽀는 아직 안 했는데 뭘 해야 좋아할까??	0
314	앞으로 저런사람들보면 어떻게해야될까요.0	0
315	입에 들어갔다 뱉은 건 아닌데 그렇게 보였을 거 같아요ㅠㅠㅠㅠ	0
316	초콜릿이 납작한거라 봉투안에넣으면 티는 안나도 만지면 딱딱하잖아요 ㅠㅠ	0
317	수술후에는 얼마동안운동을못하게될까요..	0
318	여성분들 헤어지고 나서 올차단하시고 연락기다리시는 분 혹시 있으신가요...?	0
319	 서류작성하던가 그런게있나요...?	0
320	  장착하는것 그게 약간 벌여 졋어요..	0
321	제가 이상한거죠?	0
322	현제 전문대 2학년 생인데 막막하네요ㅠㅠ	0
323	 그래서 적당히 뻥카 날리고 어떻게든 해보려고 하는데 살짝 불안합니다.0	0
324	30대 후반쯤에 이민호 김수현 송중기 현빈 조인성 공유급 톱스타 될 수 있을까요???	0
325	남자친구의 친한 여자 사람친구가 걸려요..	0
326	아직 아기가 혼자 걷지는 못하구요	0
327	친구네 이사님이 친구한테 자꾸 고가?의 선물을 주시는데그냥 주시는걸까요	0
328	아 불가능한가요?	0
329	그냥 술자리에서 하는 장기자랑이면꼭 완창 안해도되나요?ㅠㅠㅠㅠ.....	0
330	아직 곰신초보라 모르는게 너무많아요	0
331	 내리자마다 달려가서 번호따야하는건가 뭐라고말해야하나 ..	0
332	그리고 생일전에 깜짝선물로주는게나을까 아니면 그냥 직접 신겨보고 바로사는게 낫을까요?ㅠㅠ	0
333	하루이틀정도 예정일보다 늦게? 하긴하는데....	0
334	망설이게 되네요	0
335	 처음이라 너무 혼란스러워요	0
336	 첫알바는 뭐가좋을까요..ㅠㅠㅠㅠ	0
337	생후 20일된 아들을 둔 초보맘인데요...	0
338	 제가 위가많이 늘어난 상태라 식이요법을 어떻게 해야하는지 모르겠어요...	0
339	진짜 아직도 그사람이 돌아오길 바라는건 제가 이상한건가요...?	0
340	 어떻게 해야 결석처리가 안될까	0
341	 그르다 섹스안해보고죽을까 걱정됩니다	0
342	 앞으로 돈은 어찌 모으고.	0
343	이번에 사전과제 내신분 있는지............	0
344	 처음주는선물인데..	0
345	그럼 어떤식으로 얘기하는데요??ㅜㅜ	0
346	 저정말 어떡하죠	0
347	 2단계여서 끈으로 되어있는데 지금 이정도이면 적당하나요?	0
348	주위에 계획임신한 분들이 없어서ㅠ	0
349	 그쪽가서 구체적으로 어떤일을 하게되나요?	0
350	그래서 오후알바로 바꿔볼려고하는데요..	0
351	 식사량을 줄여야 할까요...	0
352	근데..아무리 생각해도..	0
353	300일 기념으로 뭐 해줄거없을까요...ㅜㅜ?	0
354	나도 좋아하는 여자애 있다는게 더 고민요...0	0
355	혹 제가 만만해서 그럴까요?ㅠㅠ	0
356	 어떻게 방법없을까요?	0
357	마지막생리는 9월27일경에 끝났고지금까지 소식은 없습니다	0
358	 아가 태동도 넘 활발하게 잘 놀았었는데..요즘들어 태동이 많이 줄어서..	0
359	샌드위치가 왜 안팔려서 폐기찍고 아까워서 제가 먹게 만드는걸까요	0
360	그래서 그런지 면접보러온 사람들도 금방 그만두셨다고 들었는데..	0
361	 그래서 의심부터 하게 되네요	0
362	 ?이게 될런지 모르겄지만..	0
363	내 나이 20살방위산업체 가고 싶어서 고민..	0
364	어떻게 해야되는걸까요?	0
365	잠시 했는데 무슨말을 해야될지 도저히 감이 안오네요 ㅡㅡ;	0
366	그러면 감동도 덜받을거같고흠......	0
367	제가 지난달 4일에 생리햇는데  왜 이번달안할까용!!	0
368	 이거 어떻게 고쳐야될지 모르겠어요	0
369	"다름이 아니라, 해외로 유학을 가게되면 친구를 어떻게 사귈까가 의문입니다."	0
370	 그리고진단결과는바로나오나요?	0
371	"다름이 아니라 제가 타지에 있는 회사에 합격했는데, 너무 고민 되서요 ㅜㅜ"	0
372	아니면 영양제 발라도 수염 날까요?0	0
373	진짜 아무것도 모르겠어요...	0
374	딸인지.......너무궁금해요 ㅠㅠ	0
375	그 사람 괜찮을까요..?	0
376	 날거 먹어도 되나요...	0
377	어떻게 해야 할까요?	0
378	 지원할때 뭐뭐 가져가야하나요?	0
379	무슨 병인가요?0	0
380	진짜 저절로 뜰 수 있는 건가요?	0
381	 근데얇아지는운동은아닌가요??	0
382	 이렇게 저처럼 편하게 연락하다가재회하신분들도 계신가요??	0
383	  딱히스트레스받은것도 과식도 안했는데.방 환풍기가 부엌 환풍기와연결되어있나??	0
384	하얀거 나온거 냅둬도 되나요?ㅠ	0
385	 4시간 간격으로 분유 먹는데 구지 깨워서 안먹여도 되겟죵?	0
386	 극심하게 사소한걸로 흥분 할 수도 있어요	0
387	옜날에어렸을적에입술틀때그갈라진살을손으로때서그런가요?0	0
388	사실 임신주수를 어떻게 계산하는건지잘몰라서요..임신중 흡연...	0
389	맨날 오던 전화가 안와요	0
390	지금은 좀 너무 편안하기만하고 친구같고 가족같고남친은 저를 너무 믿어서 뭐랄까	0
391	그런데 혹시 전학을 가면 나중에 대학을 갈 때나 취직을 할 때 불이익을 받을 수 있나요?	0
392	 급해요.	0
393	제 경력은 경력으로 쳐주나요?ㅠㅠ?	0
394	조만간 아이가 태어날 예정이라 유아세제 문의 좀 드릴려구요..	0
395	딱 2주후에 갔는데 주수차이가 왜나는지..	0
396	제가 직접가서 얘기를 해도되는지 모르겠어요	0
397	아님 일단 들어가고 나서 몇주일 후에 말씀 드리는게 맞나??	0
398	지금도 배가 콕콕 쑤셔요	0
399	 내가싫은건가아니면 비공개라서 그냥??	0
400	 아님 좀 더 힘내서 다가가야할까요 ?	0
401	 그자리가 순식간에 분위기가 안좋아졌어요	0
402	이게 정당방윈가요?	0
403	여자친구랑 헤어질때 진짜 세상에서 안좋게헤어졌는데스토커ㅈ소름 그런소리들으면서까지 한달동안 잡았는데 후폭풍올수가있을까요?	0
404	데이트 비용 문제 때문에 그러는데..	0
405	원래 이런건가요	0
406	 저 잘한거 맞나요	0
407	아 .. 나 어떡하지.	0
408	앞으로 어떻게 살아갈까요?	0
409	아무리 좋고 적성에 맞는 회사도 업무 강도가 쎄면 힘들던데..ㅜㅜ	0
410	 살 정말 잘 빠지나요!!?	0
411	 연락 할 용기도 없지만 갑자기 연락오면 이상하게 생각하겠죠..	0
412	혹시 이런경우 다시 연락오신분 있으세요??ㅠ ㅠ	0
413	 도와주십시오.....	0
414	 반팔 바디슈트 입혀도 될까요??	0
415	진짜 어떻게하면 좋을까요?0	0
416	 인터넷사이트마다 책수량이없어서 고민이에요	0
417	눈뜨면 여기가어디지;	0
418	사주팔자와 손금 뭐 타로카드도 괜찮고믿어야 되는거가요?0	0
419	너무 세게 깨물면 아파할까봐 팔을 살살 물거나 치아만 가져다 대는데..	0
420	 정말 안가나요?ㅠㅠ	0
421	 가서 힘들면 제생각을 하긴할까요편지쓸생각인데 다 부질없는건지....	0
422	도대체 무슨 일을 해야 될까요?	0
423	그런데 키가 정말 취업에 영향을 미치나요?	0
424	저만 이렇게 심한가요?	0
425	"조리원은 비용 부담스럽고, 도우미는 정부지원이 가능한 걸로 알고있어요.."	0
426	이러다 진짜 사고칠거 같아서요.0	0
427	운동으로 살이 빠지고 있는 중인데마사지 같이 받으면 시너지 효과가 있을것 같아서다이어트 관리나 웨딩스페셜케어 받을까 고민중이거든요	0
428	보기 많이 안좋을까요?	0
429	혹시 탐폰이 빠져서 새거나 하지는 않을까요?	0
430	 살 빠져도 튼살 부각됨?	0
431	지금보다 급여가 좀 낮더라도 개인시간이 나면 옮길려하는데 찾아보는데 마땅치 않아요.	0
432	이제 곧 성적만료되는데ㅜㅜ	0
433	제가 좀 심하게 소심한 편이라서요;;	0
434	보내고 나면 답장 기대하게 될까봐~	0
435	예전부터 얼굴은 잘 알던사이라 쉽게 얘기가 통하더라고요흠...	0
436	차끌고 왔다고하면 좀 건방져보임?	0
437	저말 진심이였겠죠..?	0
438	 독자는 가망없겠죠? ㅜㅜ	0
439	 핸드폰이 충천할대만 뜨거워져요	0
440	 경영과랑금융과가 있는데 어디쪽 가야할지 고민도되고특성화고 나오신분이시나 음..	0
441	다시 읽어보고 느낀거 있으면난독증인가용?0	0
442	공부는 잘되는지밥은 먹고다니는지말쑥해지진않았는지궁금해 ㅋㅋ	0
443	고민이잇어 이렇게 글을 올립니다.	0
444	 제가 막 쪼그라드는 느낌이...	0
445	별생각이다듭니다.	0
446	제가지금 고등학교 졸업하고 회사생활한지 2년째인데요	0
447	 44일정도..사겨도 될까여	0
